rank,title,studio,gross,year
8288,Morning Light,BV,"$275,497",2008
8289,Mesrine: Public Enemy No. 1,MBox,"$275,387",2010
8290,Southland Tales,Gold.,"$275,380",2007
8291,Pinero,Mira.,"$275,171",2001
8292,The Boy in Blue,Fox,"$275,000",1986
8293,Hey Ram,Eros,"$274,675",2000
8294,Taxi to the Dark Side,Think,"$274,661",2008
8295,Cafe au Lait,NYer,"$274,596",1994
8296,One Two Three,Eros,"$274,589",2008
8297,Main Tera Hero,Eros,"$274,579",2014
8298,Amen,Kino,"$274,299",2003
8299,Dirty,Silv.,"$274,245",2006
8300,The Best of Youth,Mira.,"$274,024",2005
8301,Planet B-Boy,Elep.,"$273,870",2008
8302,Rascals,Eros,"$273,829",2011
8303,The Black Power Mix Tape: 1967-1975,IFC,"$273,749",2011
8304,The Swan Princess II,Leg.,"$273,644",1997
8305,The Rules of the Game (re-issue),Jan.,"$273,641",2006
8306,"20,000 Days on Earth",Drft.,"$273,359",2014
8307,Empire Records,WB,"$273,188",1995
8308,Becoming Colette,Castle,"$272,931",1992
8309,Paradise Lost,CThnk,"$272,750",1996
8310,Unhook the Stars,Mira.,"$272,542",1996
8311,Heavy Petting,Skou,"$272,371",1989
8312,Heart Like a Wheel,Fox,"$272,278",1983
8313,Countdown to Zero,Magn.,"$272,040",2010
8314,Tera Mera Ki Rishta,Eros,"$271,942",2009
8315,Seven Samurai,Col.,"$271,841",1956^
8316,Night Moves,Cdgm.,"$271,755",2014
8317,Big Girls Don't Cry... They Get Even,NL,"$271,327",1992
8318,Deep Water,IFC,"$271,143",2007
8319,Night of the Living Dead 3D,MME,"$271,000",2006
8320,Himmatwala,UTV,"$270,880",2013
8321,Waking the Dead,USA,"$270,745",2000
8322,7 Khoon Maaf,UTV,"$270,207",2011
8323,This Old Cub,Emr.,"$270,014",2004
8324,Surfwise,Magn.,"$269,994",2008
8325,American Dream,Mira.,"$269,823",1992
8326,"Lucia, Lucia",FoxS,"$269,586",2003
8327,Foxfire,Gold.,"$269,300",1996
8328,King of California,First,"$268,461",2007
8329,Harvard Beats Yale 29-29,Kino,"$268,431",2008
8330,Taxi (1998),Lions,"$268,254",1998
8331,Psycho Beach Party,Strand,"$268,117",2000
8332,Conan O'Brien Can't Stop,Abr.,"$267,965",2011
8333,Morvern Callar,Cow.,"$267,907",2002
8334,Honeydripper,Emr.,"$267,880",2007
8335,Pastime,Mira.,"$267,265",1991
8336,The Gospel According to Vic,Skou,"$267,249",1986
8337,Waking Up in Reno,Mira.,"$267,109",2002
8338,Yossi and Jagger,Strand,"$267,005",2003
8339,The Lucky Ones,LGF,"$266,967",2008
8340,Munger Road,Free,"$266,689",2011
8341,Rosetta,USA,"$266,665",1999
8342,The Love Punch,KE,"$266,588",2014
8343,Nil by Mouth,SPC,"$266,130",1998
8344,Hollow Reed,Lions,"$265,732",1997
8345,Life of Crime,RAtt.,"$265,452",2014
8346,The TV Set,Think,"$265,198",2007
8347,Amongst Friends,FL,"$265,000",1993
8348,The Grocer's Son,FM,"$264,889",2008
8349,Beautiful People,Trim.,"$264,292",2000
8350,Phil Ochs: There But For Fortune,FRun,"$263,723",2011
8351,Split Image,Orion,"$263,635",1982
8352,Elevator to the Gallows (Re-issue),Rialto,"$263,404",2005
8353,Brand Upon the Brain!,Vita.,"$263,200",2007
8354,Flirt,Lions,"$263,192",1996
8355,Life and Debt,NYer,"$263,107",2001
8356,Ernest & Celestine,GK,"$262,075",2014
8357,Journey of Hope,Mira.,"$261,718",1991
8358,The Stone Boy,Fox,"$261,033",1984
8359,Steep,SPC,"$260,586",2007
8360,Under Suspicion,Lions,"$260,562",2000
8361,Stone Reader,Jet,"$260,523",2003
8362,An Awfully Big Adventure,FL,"$259,724",1995
8363,The Wind Will Carry Us,NYer,"$259,510",2000
8364,Chattahoochee,Hemd,"$259,486",1990
8365,Illegally Yours,UA,"$259,019",1988
8366,Closet Land,Uni.,"$259,012",1991
8367,Dark Blue World,SPC,"$258,771",2001
8368,Great Expectations (2013),MSF,"$258,656",2013
8369,Turtles Can Fly,IFC,"$258,578",2005
8370,Blue Ruin,RTWC,"$258,384",2014
8371,The Music Never Stopped,RAtt.,"$258,223",2011
8372,Noelle,8X,"$257,868",2007
8373,What's Your Rashee?,UTV,"$257,868",2009
8374,The Green Prince,MBox,"$257,779",2014
8375,The Zero Theorem,Ampl.,"$257,706",2014
8376,Blood: The Last Vampire,Gold.,"$257,412",2009
8377,Mayor of the Sunset Strip,First,"$257,315",2004
8378,The Reckoning,ParC,"$257,252",2004
8379,Dancemaker,AL,"$256,780",1999
8380,Miaou!,Chri.,"$256,770",2004
8381,Alive Inside,B360,"$256,682",2014
8382,Twenty-One,Trit,"$256,521",1991
8383,Love in the Buff,CL,"$256,451",2012
8384,Dream Lover,Gram.,"$256,264",1994
8385,In the Soup,Trit,"$256,249",1992
8386,Jean-Michel Basquiat: The Radiant Child,Arth.,"$256,242",2010
8387,Boy (2012),PalUni,"$256,211",2012
8388,Greendale,Shk.,"$255,947",2004
8389,Old Joy,Kino,"$255,923",2006
8390,My Brother Is an Only Child,Think,"$255,620",2008
8391,The Yes Men,UA,"$255,364",2004
8392,Passione,Abr.,"$255,355",2011
8393,Sex with Strangers,David,"$254,852",2002
8394,Gerry,Think,"$254,683",2003
8395,The War Zone,Lot47,"$254,441",1999
8396,Maelstrom,All.,"$254,380",2000
8397,Civil Brand,Lions,"$254,293",2003
8398,The War Tapes,SenA,"$254,190",2006
8399,Cemetary Man,Oct.,"$253,986",1996
8400,Chicken with Plums,SPC,"$253,874",2012
8401,Trollhunter,Magn.,"$253,444",2011
8402,Theremin: An Electronic Odyssey,OrionC,"$253,311",1995
8403,Life in a Day,NGE,"$252,788",2011
8404,Love's Abiding Joy,BPic,"$252,726",2006
8405,Who is Cletis Tout?,ParC,"$252,706",2002
8406,Lola Versus,FoxS,"$252,603",2012
8407,A Place Called Chiapas,Zeit.,"$252,546",1998
8408,Broken Bridges,Par.,"$252,539",2006
8409,Orphans (1987),Lori,"$252,430",1987
8410,Happily Ever After,Kino,"$252,379",2005
8411,Riding Alone for Thousands of Miles,SPC,"$252,325",2006
8412,In Praise of Love,Manh,"$252,074",2002
8413,Call Me,Vest,"$251,819",1988
8414,Tazza: The Hidden Card,CJ,"$251,555",2014
8415,Dominion: Prequel to the Exorcist,WB,"$251,495",2005
8416,Happenstance,Lot47,"$251,444",2001
8417,War of the Arrows,CJ,"$251,200",2011
8418,The Signal,Magn.,"$251,150",2008
8419,The 13th Alley,SChf.,"$250,992",2008
8420,The Swindle,NYer,"$250,899",1998
8421,Passion in the Desert,FL,"$250,897",1998
8422,Spread,Anch.,"$250,618",2009
8423,Dog Park,NL,"$250,147",1999
8424,Humko Deewana Kar Gaye,UTV,"$250,083",2006
8425,Jet Lag (Canada),Chri.,"$250,000",2003
8426,Gay Sex in the 70s,Lvtt.,"$249,565",2005
8427,Skins,First,"$249,204",2002
8428,NFB of Canada Animation Festival,EXPe,"$249,167",1991
8429,A Tout de Suite,CGld,"$248,565",2005
8430,Far Side of the Moon (Canada),Ode.,"$248,460",2003^
8431,Joe Strummer: The Future Is Unwritten,IFC,"$248,362",2007
8432,The Attacks of 26/11,Eros,"$248,346",2013
8433,15 Fevrier 1839,Chris.,"$248,093",2001
8434,Promises,Cow.,"$247,948",2002
8435,Time Regained,Kino,"$247,728",2000
8436,A Matter of Faith,5&2,"$247,564",2014
8437,George Washington,Cow.,"$247,406",2000
8438,Rough Magic,Gold.,"$247,202",1997
8439,The Galapagos Affair: Satan Came to Eden,Zeit.,"$247,159",2014
8440,Enlighten Up!,Bal.,"$246,649",2008
8441,My Dog Tulip,NYer,"$246,574",2010
8442,The Animation Show,TAS,"$246,520",2005
8443,Frozen (2010),Anch.,"$246,176",2010
8444,Keep the Lights On,MBox,"$246,112",2012
8445,Watermarks,Kino,"$246,094",2005
8446,When You're Strange,Abr.,"$246,078",2010
8447,"Larger than Life in 3D: Dave Matthews Band, Ben Harper and Gogol Bordello",Cdgm.,"$246,042",2009
8448,Stepping Out,Par.,"$246,000",1991
8449,Dhoom,Yash,"$245,756",2004
8450,The Blue Room,IFC,"$245,509",2014
8451,The New Age,WB,"$245,217",1994
8452,Up and Down,SPC,"$245,127",2005
8453,Hello Brother,Vid.,"$245,034",1999
8454,The Waiting Room,ICir,"$244,951",2012
8455,The Harmonists,Mira.,"$244,861",1999
8456,La Moustache,CGld,"$244,771",2006
8457,Youth Without Youth,SPC,"$244,397",2007
8458,The Cuckoo,SPC,"$243,936",2003
8459,The Legend of God's Gun,Indic.,"$243,768",2008
8460,My Uncle Rafael,RM,"$243,616",2012
8461,The Summit,IFC,"$243,550",2013
8462,Santitos,Latin,"$243,000",2000
8463,Gandhi My Father,Eros,"$242,967",2007
8464,My Perestroika,ICir,"$242,707",2011
8465,Gerhard Richter Painting,KL,"$242,646",2012
8466,Dead Alive,Trim.,"$242,623",1993
8467,Black Dynamite,App.,"$242,578",2009
8468,3-Iron,SPC,"$241,914",2005
8469,49 Up,FRun,"$241,772",2006
8470,Paperhouse,Vest,"$241,278",1989
8471,Chaos Theory,WIP,"$240,476",2008
8472,Trishna,IFC,"$240,381",2012
8473,Lie Down with Dogs,Mira.,"$240,280",1995
8474,Manufactured Landscapes,Zeit.,"$240,239",2007
8475,Il Divo,MBox,"$240,159",2009
8476,Happy Times,SPC,"$240,093",2002
8477,One Man's Hero,MGM,"$240,067",1999
8478,Driving Lessons,SPC,"$239,962",2006
8479,The Beaches of Agnes,CGld,"$239,711",2009
8480,Like Someone in Love,IFC,"$239,056",2013
8481,Uncovered: The War on Iraq,Libre,"$238,924",2004
8482,Nina's Tragedies,Wells,"$238,831",2005
8483,La Buche,Emp.,"$238,754",2000
8484,A Good Woman,LGF,"$238,609",2006
8485,The Land Girls,Gram.,"$238,497",1998
8486,The Independent,Arro.,"$238,431",2001
8487,Ram Dass: Fierce Grace,Zeit.,"$238,260",2002
8488,Monsters,Magn.,"$237,301",2010
8489,Kontroll,Think,"$237,183",2005
8490,El Bulli: Cooking in Progress,AM,"$237,181",2011
8491,Puberty Blues,UniC,"$237,000",1983
8492,Middle of Nowhere (2012),AFFRM,"$236,806",2012
8493,Rare Exports: A Christmas Tale,Osci.,"$236,347",2010
8494,Chopper,First,"$236,185",2001
8495,James Cameron's Deepsea Challenge 3D,DLA,"$235,659",2014
8496,Wilbur Wants to Kill Himself,Think,"$235,294",2004
8497,Circuit,Jour,"$235,087",2002
8498,Asa Nu Maan Watan,Wild,"$235,075",2004
8499,Wah-Wah,IDP,"$234,750",2006
8500,Drawing Restraint 9,IFC,"$234,743",2006
8501,Big Fan,FInd.,"$234,540",2009
8502,O Jerusalem,IDP,"$234,480",2007
8503,Swimming,Ocean,"$234,287",2002
8504,The Foot Fist Way,ParV,"$234,286",2008
8505,Fear of a Black Hat,IDP,"$233,824",1994
8506,Elena,Zeit.,"$233,380",2012
8507,Gainsbourg: A Heroic Life,MBox,"$233,007",2011
8508,Weapons of the Spirit,FRun,"$232,981",1989
8509,demonlover,Palm,"$232,044",2003
8510,Satin Rouge,Zeit.,"$231,879",2002
8511,Falling from Grace,Col.,"$231,826",1992
8512,Down and Derby,Free,"$231,609",2005
8513,My Kid Could Paint That,SPC,"$231,574",2007
8514,A Place at the Table,Magn.,"$231,378",2013
8515,Les Destinees,Wells,"$230,900",2002
8516,(Untitled),Gold.,"$230,600",2009
8517,A Single Girl,Strand,"$230,049",1996
8518,Tezz,Eros,"$229,931",2012
8519,Brighton Rock,IFC,"$229,653",2011
8520,Judgment in Berlin,NL,"$229,556",1988
8521,Standard Operating Procedure,SPC,"$229,117",2008
8522,Fifty/Fifty,Can.,"$229,041",1993
8523,Land and Freedom,Gram.,"$228,800",1996
8524,Imaginary Heroes,SPC,"$228,767",2004
8525,Confetti,FoxS,"$228,498",2006
8526,Still Breathing,Oct.,"$228,455",1998
8527,High Heels and Low Lifes,BV,"$228,194",2001
8528,InAPPropriate Comedy,Free,"$228,004",2013
8529,"Remember Me, My Love",IDP,"$227,986",2004
8530,Insomnia (1998),FRun,"$227,569",1998
8531,"Babar, King of Elephants",All.,"$227,374",1999
8532,Guiana 1838,RBC,"$227,241",2004
8533,Bellman and True,Isld,"$226,944",1988
8534,This So-Called Disaster,IFC,"$226,658",2004
8535,The Agronomist,Think,"$226,189",2004
8536,The Keeper: The Legend of Omar Khayyam,Arv.,"$225,863",2005
8537,The Ballad of Ramblin' Jack,Lot47,"$225,682",2000
8538,Singh Saab The Great,Eros,"$225,668",2013
8539,Young Soul Rebels,Mira.,"$225,664",1991
8540,The Beauty Academy of Kabul,Shad.,"$225,448",2005
8541,Murderous Maids,Rialto,"$225,390",2002
8542,Square Dance,Isld,"$225,358",1987
8543,Formosa Betrayed,Scre.,"$225,341",2010
8544,Goal 2: Living the Dream,Aren,"$225,067",2008
8545,Kuch Naa Kaho,Eros,"$224,831",2003
8546,Sixty Six,FInd.,"$224,614",2008
8547,10 Questions for the Dalai Lama,Mont.,"$224,546",2007
8548,The Black Waters of Echo's Pond,PM,"$224,409",2010
8549,Battle in Seattle,RedP,"$224,169",2008
8550,Unidentified,5&2,"$224,099",2006
8551,Into the Abyss,IFC,"$223,880",2011
8552,Tucker & Dale Vs. Evil,Magn.,"$223,838",2011
8553,Fur: An Imaginary Portrait of Diane Arbus,PicH,"$223,202",2006
8554,Shaadi Karke Phas Gaye Yaar,Eros,"$223,137",2006
8555,Aida at La Scala,Emr.,"$222,927",2007
8556,Hard Eight,Gold.,"$222,559",1997
8557,Surviving My Mother,All.,"$222,555",2007
8558,No Looking Back,Gram.,"$222,099",1998
8559,ABCD (Any Body Can Dance),UTV,"$222,098",2013
8560,Eagle Vs. Shark,Mira.,"$221,846",2007
8561,World's Greatest Dad,Magn.,"$221,805",2009
8562,Wassup Rockers,First,"$221,574",2006
8563,Under Suspicion (1992),Col.,"$221,295",1992
8564,Critical Care,Art.,"$221,193",1997
8565,Ira & Abby,Magn.,"$221,096",2007
8566,Steal (a.k.a. Riders),All.,"$220,944",2003
8567,Mela,Eros,"$220,524",2000
8568,The Viral Factor,CL,"$220,496",2012
8569,Boy Culture,TLA,"$220,409",2007
8570,Santa with Muscles,Leg.,"$220,198",1996
8571,Sea Wolves,Par.,"$220,181",1981
8572,The Cockettes,Strand,"$220,165",2002
8573,Radioactive Dreams,DEG,"$220,038",1986
8574,New York Doll,FInd.,"$219,672",2005
8575,Brooklyn Castle,PDA,"$219,407",2012
8576,Dus Khaniyan,Eros,"$219,071",2007
8577,The Suspect (2014),WGUSA,"$218,693",2014
8578,Jack and Sarah,Gram.,"$218,626",1996
8579,Haute Cuisine,Wein.,"$217,883",2013
8580,Sister My Sister,7Art,"$217,881",1995
8581,Zero Patience,Strand,"$217,300",1994
8582,The Killer Inside Me,IFC,"$217,277",2010
8583,Ratcatcher,First,"$217,244",2000
8584,Bus 174,Think,"$217,201",2003
8585,Starter for 10,PicH,"$216,839",2007
8586,Le Petit Lieutenant,CGld,"$216,724",2006
8587,A Chorus of Disapproval,SoG.,"$216,373",1989
8588,Carandiru,SPC,"$216,335",2004
8589,Chris & Don. A Love Story,Zeit.,"$216,110",2008
8590,HappyThankYouMorePlease,Anch.,"$216,110",2011
8591,Moolaade,NYer,"$215,646",2004
8592,Terminal Bliss,Can.,"$215,500",1992
8593,His Secret Life,Strand,"$215,449",2002
8594,How the Garcia Girls Spent Their Summer,Maya,"$215,303",2008
8595,Art and Craft,Osci.,"$215,300",2014
8596,The Designated Mourner,First,"$215,292",1997
8597,Call + Response,FTrd.,"$215,185",2008
8598,Neil Young Journeys,SPC,"$215,026",2012
8599,First Snow,YFG,"$214,864",2007
8600,"Niagara, Niagara",Art.,"$214,661",1998
8601,Hote Hote Pyar Ho Gaya,Eros,"$214,574",1999
8602,Trade,RAtt.,"$214,307",2007
8603,The Year My Voice Broke,Ave,"$213,901",1988
8604,Hell Ride,TRR,"$213,608",2008
8605,Do Knot Disturb,AdL.,"$213,525",2009
8606,Thaandavam,UTV,"$213,476",2012
8607,Ek Ajnabee,Eros,"$213,143",2005
8608,Love Liza,SPC,"$213,137",2002
8609,Supermensch: The Legend of Shep Gordon,RTWC,"$213,064",2014
8610,The Delicate Art of Parking,Libre,"$213,008",2004
8611,The Afflicted,Noct.,"$212,940",2011
8612,Bopha!,Par.,"$212,483",1993
8613,Tai Chi Zero,Vari.,"$212,094",2012
8614,Beatrice,Gold.,"$211,821",1988
8615,Lady Vengeance,Tar.,"$211,667",2006
8616,Polisse,IFC,"$211,440",2012
8617,Somewhere Between,Long Shot,"$210,975",2012
8618,The House I Live In,Abr.,"$210,752",2012
8619,La Soga,7-57,"$210,625",2010
8620,Straight to Hell,Isld,"$210,200",1987
8621,Man of the Year (1996),7Art,"$209,935",1996
8622,The Awakening (2012),Cohen,"$209,696",2012
8623,Levity,SPC,"$209,695",2003
8624,The Page Turner,Tar.,"$209,659",2007
8625,Believe in Me,IFC,"$209,654",2007
8626,Mondovino,Think,"$209,618",2005
8627,The Journals of Knud Rasmussen,All.,"$209,478",2006
8628,The Breakup Guru,CL,"$208,959",2014
8629,Rob the Mob,MNE,"$208,693",2014
8630,Boys Life 3,Strand,"$208,538",2000
8631,Alias Betty,Wells,"$208,400",2002
8632,A Man Named Pearl,Tent.,"$208,392",2007
8633,The Girl on the Train,Strand,"$208,023",2010
8634,Arthur Newman,Cdgm.,"$207,853",2013
8635,Under the Electric Sky,Focus,"$207,584",2014
8636,Sweetgrass,CGld,"$207,473",2010
8637,CJ7,SPC,"$207,378",2008
8638,Soul Power,SPC,"$207,121",2009
8639,Matador,WA,"$206,952",1988
8640,Tamara,CityL,"$206,871",2006
8641,Chaos,NYer,"$206,789",2003
8642,The Revelation,Prov.,"$206,755",1999
8643,I Married a Strange Person!,Lions,"$206,272",1998
8644,Onegin,Gold.,"$206,128",1999
8645,Little White Lies,MPI,"$206,088",2012
8646,Easy Money (2012),Wein.,"$205,741",2012
8647,Ip Man 2: Legend of the Grandmaster,Vari.,"$205,675",2011
8648,Man Bites Dog,Roxie,"$205,569",1993
8649,Ayn Rand: A Sense of Life,Strand,"$205,246",1998
8650,Modigliani,BMD,"$205,165",2005
8651,Prince Avalanche,Magn.,"$205,139",2013
8652,Frankenhooker,SGE,"$205,068",1990
8653,The Tic Code,Lions,"$205,003",2000
8654,The Princess Academy,EP,"$205,000",1987
8655,The Untold Story of Emmett Louis Till,Think,"$204,956",2005
8656,Malamaal Weekly,RBF,"$204,612",2006
8657,Iraq in Fragments,Arab,"$204,462",2006
8658,Vettai,UTV,"$204,373",2012
8659,Touchback,Anch.,"$204,232",2012
8660,Postmen in the Mountains,Shad.,"$203,975",2003
8661,The Home Teachers,Hale,"$203,917",2004
8662,Darwin's Nightmare,ICir,"$203,746",2005
8663,My Father My Lord,Kino,"$203,708",2008
8664,Bulandi,Vid.,"$203,548",2000
8665,10 Years,Anch.,"$203,373",2012
8666,God's Army 2: States of Grace,MStr.,"$203,144",2005
8667,Ghanchakkar,UTV,"$203,044",2013
8668,Angel-A,SPC,"$202,647",2007
8669,"Filth to Ashes, Flesh to Dust",Noct.,"$202,531",2011
8670,The Girl in the Picture,Gold.,"$202,428",1986
8671,Crystal Fairy,IFC,"$202,370",2013
8672,Jinn,Free,"$202,348",2014
8673,The Chateau,IFC,"$202,272",2002
8674,Lightning in a Bottle,SPC,"$201,711",2004
8675,Bethlehem,AF,"$201,700",2014
8676,All or Nothing,UA,"$201,546",2002
8677,The Rachel Papers,UA,"$201,468",1989
8678,Tim & Eric's Billion Dollar Movie,Magn.,"$201,436",2012
8679,Any Day Now,MBox,"$201,395",2012
8680,Deliver Us from Evil (2006),LGF,"$201,275",2006
8681,The Snow Walker,Lions,"$201,149",2004
8682,Imelda,Unco,"$200,992",2004
8683,Kikujiro,SPC,"$200,920",2000
8684,The Burning Plain,Magn.,"$200,730",2009
8685,Eat the Rich,NL,"$200,723",1988
8686,Blackthorn,Magn.,"$200,558",2011
8687,Champions,AVCO,"$200,498",1984
8688,Live in Maid,FSC,"$200,433",2007
8689,The Double (2014),Magn.,"$200,406",2014
8690,Legendary,Gold.,"$200,393",2010
8691,Masculine Feminine (Re-issue),Rialto,"$200,380",2005
8692,No Place on Earth,Magn.,"$200,238",2013
8693,A Good Old Fashioned Orgy,Gold.,"$200,227",2011
8694,Sleep with Me,MGM,"$200,151",1994
8695,Cutie and the Boxer,RTWC,"$200,036",2013
8696,What Would Jesus Buy?,WarP,"$200,010",2007
8697,Paa,BPics,"$199,228",2009
8698,Chaal Mera Bhai,Eros,"$199,227",2000
8699,Sherrybaby,IFC,"$199,176",2006
8700,The New Kids,Col.,"$199,108",1985
8701,Five Days One Summer,WB,"$199,078",1982
8702,Latin Boys Go to Hell,Strand,"$199,033",1997
8703,Happy Ending,Eros,"$198,702",2014
8704,South of the Border,Libre,"$198,600",2010
8705,Madame Sata,Wells,"$198,309",2003
8706,A Summer's Tale,BWP,"$198,126",2014
8707,Getting Away with Murder,Sav.,"$197,322",1996
8708,Main Aurr Mrs. Khanna,UTV,"$197,183",2009
8709,Fateless,Think,"$196,857",2006
8710,The Heart of Me,Think,"$196,067",2003
8711,What Time Is It There?,Wells,"$195,760",2002
8712,La Traviata at La Scala,Emr.,"$195,494",2008
8713,The Nutcracker in 3D,Free,"$195,459",2010
8714,Infinity,First,"$195,170",1996
8715,Series 7: The Contenders,USA,"$195,065",2001
8716,Herb & Dorothy,Arth.,"$194,721",2009
8717,Raju Chacha,Eros,"$194,698",2000
8718,I Want Someone to Eat Cheese With,IFC,"$194,568",2007
8719,The Yes Men Fix the World,Shad.,"$194,533",2009
8720,The Puffy Chair,IDP,"$194,523",2006
8721,Nowhere,FL,"$194,201",1997
8722,Free Angela and All Political Prisoners,Code,"$194,102",2013
8723,Around the Bend,WIP,"$193,637",2004
8724,Mondo New York,4&B,"$193,209",1988
8725,Van Gogh,SPC,"$193,205",1992
8726,The Return of the Swamp Thing,Milli,"$192,816",1989
8727,Beverly Hills Brats,Tau,"$192,561",1989
8728,Revanche,Jan.,"$192,451",2009
8729,November,SPC,"$192,186",2005
8730,A Simple Life,CL,"$191,826",2012
8731,Fashion,UTV,"$191,442",2008
8732,Diamond Men,Pan.,"$191,221",2001
8733,The Indian Runner,MGM,"$191,125",1991
8734,For Queen and Country,Atl,"$191,051",1989
8735,On a Clear Day,Focus,"$191,033",2006
8736,"A Woman, A Gun and A Noodle Shop",SPC,"$190,946",2010
8737,Lost Embrace,NYer,"$190,860",2005
8738,A Pure Formality,SPC,"$190,749",1995
8739,One Week,Film,"$190,441",2001
8740,Code Black,Long Shot,"$190,229",2014
8741,Midnight's Children,P/108,"$190,022",2013
8742,Shrink,RAtt.,"$189,621",2009
8743,Client 9: The Rise and Fall of Eliot Spitzer,Magn.,"$189,416",2010
8744,Le Papillon,Chris.,"$189,144",2003
8745,Elsa & Fred,Mitro.,"$189,024",2008
8746,Miles from Home,Cinc,"$188,964",1988
8747,Taking Sides,NYer,"$188,952",2003
8748,Bol,Eros,"$188,850",2011
8749,Nick Saban: Gamechanger,FLF,"$188,786",2010
8750,Lonely Hearts,IDP,"$188,565",2007
8751,Lost Boys of Sudan,Shad.,"$188,467",2003
8752,Eros,WIP,"$188,392",2005
8753,Waste Land,Arth.,"$187,716",2010
8754,Vitus,SPC,"$187,480",2007
8755,The Anonymous People,AM,"$187,459",2013
8756,Rocket Gibraltar,Col.,"$187,349",1988
